age,workclass,education,experience,occupation,hours_per_week,salary
35,Private,High School,16,Prof-Specialty,49,50K-75K
58,State-Gov,Bachelors,38,Other-Service,40,50K-75K
26,Private,High School,10,Tech-Support,21,25K-50K
40,Private,High School,22,Prof-Specialty,34,50K-75K
27,State-Gov,Bachelors,2,Tech-Support,40,25K-50K
36,Private,High School,16,Sales,21,25K-50K
64,Private,High School,43,Tech-Support,32,75K-100K
22,Private,Bachelors,0,Prof-Specialty,37,25K-50K
64,Private,High School,45,Prof-Specialty,37,>100K
40,Private,High School,25,Tech-Support,31,50K-75K
47,Private,High School,31,Sales,38,50K-75K
42,,Bachelors,22,Admin,36,25K-50K
45,Private,Bachelors,21,Craft-Repair,38,50K-75K
51,Federal-Gov,Bachelors,30,Prof-Specialty,42,75K-100K
62,Private,High School,41,Prof-Specialty,25,75K-100K
65,Local-Gov,High School,44,Exec-Managerial,45,75K-100K
64,Private,High School,45,Exec-Managerial,44,75K-100K
42,State-Gov,Associate,19,Sales,43,50K-75K
27,State-Gov,Masters,1,Sales,38,25K-50K
31,Private,High School,13,Sales,38,<=25K
59,Local-Gov,High School,43,Farming-Fishing,39,50K-75K
63,Private,High School,44,Craft-Repair,40,50K-75K
47,Private,Bachelors,27,Prof-Specialty,46,50K-75K
58,Private,Bachelors,38,Sales,46,75K-100K
42,Without-Pay,Bachelors,22,Tech-Support,37,25K-50K
31,Federal-Gov,Masters,7,Tech-Support,44,50K-75K
52,Private,Associate,29,,43,50K-75K
65,Private,High School,48,Exec-Managerial,45,75K-100K
51,Private,High School,35,Other-Service,36,50K-75K
27,Private,Bachelors,3,Prof-Specialty,50,25K-50K
52,Private,Bachelors,32,Admin,46,50K-75K
28,Private,Bachelors,8,Tech-Support,31,25K-50K
28,Private,Bachelors,3,Admin,33,25K-50K
38,Federal-Gov,Bachelors,19,Sales,52,50K-75K
38,Private,Masters,12,Farming-Fishing,25,25K-50K
39,State-Gov,Bachelors,14,Prof-Specialty,39,50K-75K
62,Private,Bachelors,42,,56,75K-100K
24,Local-Gov,High School,9,Tech-Support,48,25K-50K
34,Private,Bachelors,9,Exec-Managerial,48,50K-75K
19,Private,Masters,0,Prof-Specialty,30,25K-50K
29,Self-Emp,Associate,8,Exec-Managerial,46,25K-50K
59,Self-Emp,Bachelors,37,Admin,52,50K-75K
35,Private,Bachelors,16,Exec-Managerial,37,50K-75K
28,Private,High School,11,Admin,40,25K-50K
33,Private,Bachelors,14,Exec-Managerial,48,50K-75K
35,Private,High School,17,Sales,38,25K-50K
52,Private,Masters,28,Admin,27,50K-75K
43,Private,Bachelors,19,Sales,18,25K-50K
33,Private,High School,14,Admin,42,25K-50K
23,Private,High School,4,Sales,35,<=25K
61,Private,Bachelors,36,,17,50K-75K
60,State-Gov,High School,42,Tech-Support,33,75K-100K
64,Private,High School,49,Exec-Managerial,36,75K-100K
64,Private,Bachelors,43,Exec-Managerial,36,75K-100K
65,Private,Associate,43,Sales,49,75K-100K
59,Private,High School,44,Exec-Managerial,45,75K-100K
29,Private,Bachelors,6,Other-Service,38,25K-50K
30,Private,Masters,3,Admin,29,25K-50K
21,State-Gov,Bachelors,0,Other-Service,45,25K-50K
56,Local-Gov,Bachelors,34,Other-Service,51,50K-75K
19,,High School,4,Other-Service,53,<=25K
43,Private,High School,26,Sales,37,50K-75K
44,Private,High School,25,Exec-Managerial,44,75K-100K
44,Local-Gov,Bachelors,20,Prof-Specialty,34,50K-75K
32,Private,Masters,11,Admin,33,25K-50K
25,Private,Bachelors,3,Prof-Specialty,45,25K-50K
24,Private,Masters,0,Craft-Repair,29,25K-50K
64,Self-Emp,Bachelors,44,Other-Service,36,75K-100K
63,Private,Associate,44,Sales,49,75K-100K
57,Private,Associate,38,Sales,35,75K-100K
29,Self-Emp,High School,8,Sales,31,25K-50K
30,Self-Emp,High School,12,Sales,55,25K-50K
60,Private,Bachelors,39,Exec-Managerial,44,75K-100K
34,Self-Emp,Associate,13,Craft-Repair,26,25K-50K
34,Private,Bachelors,14,Prof-Specialty,42,25K-50K
53,State-Gov,Bachelors,30,Other-Service,39,50K-75K
38,Private,High School,18,Tech-Support,46,50K-75K
25,Private,Associate,7,Prof-Specialty,44,25K-50K
22,Self-Emp,Associate,4,Craft-Repair,39,25K-50K
43,Private,Associate,22,Other-Service,42,25K-50K
33,Private,Bachelors,12,Other-Service,42,25K-50K
53,Private,Associate,32,Exec-Managerial,43,50K-75K
45,Local-Gov,Bachelors,23,Other-Service,36,25K-50K
46,Private,Masters,20,Exec-Managerial,28,50K-75K
64,Private,Masters,43,Other-Service,38,75K-100K
29,Private,Masters,7,Craft-Repair,36,25K-50K
54,Private,High School,36,Sales,39,50K-75K
47,Self-Emp,High School,30,Other-Service,48,50K-75K
40,Self-Emp,High School,23,Sales,51,50K-75K
33,State-Gov,High School,14,Other-Service,45,25K-50K
31,Local-Gov,Masters,4,Prof-Specialty,46,50K-75K
27,Self-Emp,Bachelors,7,Prof-Specialty,39,25K-50K
24,Private,High School,8,Admin,36,<=25K
62,Private,High School,41,Admin,45,75K-100K
54,Private,High School,37,Farming-Fishing,47,50K-75K
46,Private,Bachelors,25,Tech-Support,47,50K-75K
20,Private,Bachelors,1,,38,25K-50K
32,Private,Masters,11,Prof-Specialty,40,50K-75K
53,Federal-Gov,Masters,31,Prof-Specialty,55,75K-100K
64,Private,High School,49,Prof-Specialty,20,75K-100K
63,Private,High School,48,Admin,47,75K-100K
36,Private,High School,16,Exec-Managerial,37,50K-75K
30,Private,Associate,12,Prof-Specialty,37,50K-75K
59,Private,Masters,36,,37,75K-100K
38,Private,Bachelors,17,Prof-Specialty,25,50K-75K
54,Private,Bachelors,35,Sales,38,50K-75K
44,Self-Emp,Associate,22,Farming-Fishing,50,50K-75K
46,Self-Emp,High School,31,Prof-Specialty,37,50K-75K
37,Private,High School,22,Exec-Managerial,38,50K-75K
42,Private,Bachelors,20,Craft-Repair,32,50K-75K
23,Self-Emp,Bachelors,1,Prof-Specialty,40,25K-50K
53,Private,High School,33,Prof-Specialty,19,50K-75K
19,Private,Bachelors,0,Prof-Specialty,33,25K-50K
39,Private,Bachelors,17,Sales,43,25K-50K
49,Self-Emp,Associate,29,Exec-Managerial,29,50K-75K
33,Self-Emp,Bachelors,11,Sales,30,50K-75K
35,Local-Gov,Associate,15,Prof-Specialty,36,50K-75K
22,Private,Bachelors,2,Admin,43,25K-50K
53,Private,Bachelors,33,Sales,48,75K-100K
47,Private,Doctorate,23,Craft-Repair,40,50K-75K
62,Self-Emp,High School,43,Exec-Managerial,37,>100K
36,Private,Associate,19,Prof-Specialty,43,50K-75K
40,Private,High School,20,Exec-Managerial,38,50K-75K
51,Private,High School,30,Tech-Support,45,75K-100K
30,Self-Emp,Bachelors,7,Exec-Managerial,51,50K-75K
60,Private,Masters,33,Craft-Repair,38,75K-100K
46,Local-Gov,Associate,23,Sales,30,50K-75K
53,Private,High School,36,Exec-Managerial,39,75K-100K
39,Private,High School,19,Sales,56,25K-50K
64,Private,Associate,46,Tech-Support,42,75K-100K
53,Private,High School,34,Other-Service,32,50K-75K
26,Private,High School,11,Craft-Repair,40,25K-50K
56,Self-Emp,Bachelors,32,Tech-Support,39,75K-100K
36,Private,High School,18,,33,25K-50K
55,Private,Bachelors,31,Exec-Managerial,50,75K-100K
23,Self-Emp,Bachelors,0,Craft-Repair,44,25K-50K
64,Private,High School,48,Admin,49,75K-100K
32,Private,Bachelors,10,Prof-Specialty,15,50K-75K
37,Private,Bachelors,13,Prof-Specialty,42,50K-75K
26,Private,Bachelors,2,Admin,40,<=25K
49,Private,Associate,31,Prof-Specialty,32,50K-75K
21,Private,High School,0,Sales,43,<=25K
35,Private,Bachelors,16,Sales,32,25K-50K
22,Local-Gov,Bachelors,0,Tech-Support,27,<=25K
37,Private,High School,16,Sales,45,25K-50K
40,Private,High School,24,Craft-Repair,38,25K-50K
28,Self-Emp,High School,8,Prof-Specialty,26,25K-50K
54,Private,High School,39,Farming-Fishing,51,75K-100K
39,Private,Bachelors,16,Exec-Managerial,40,50K-75K
21,Private,High School,2,Admin,33,<=25K
46,Local-Gov,High School,29,Tech-Support,26,50K-75K
61,Private,Bachelors,38,Craft-Repair,31,50K-75K
51,Local-Gov,High School,35,Tech-Support,26,50K-75K
30,Self-Emp,Bachelors,10,Exec-Managerial,53,50K-75K
59,Private,Bachelors,39,Exec-Managerial,55,75K-100K
26,Self-Emp,High School,8,Sales,49,25K-50K
59,Private,Bachelors,38,Admin,26,75K-100K
48,Private,Bachelors,26,Sales,44,50K-75K
24,Private,Associate,7,Tech-Support,58,25K-50K
21,Private,High School,2,Sales,33,<=25K
36,Local-Gov,Bachelors,17,Prof-Specialty,39,50K-75K
59,Private,Masters,34,Prof-Specialty,54,75K-100K
47,Private,Bachelors,23,Prof-Specialty,42,50K-75K
48,Self-Emp,High School,30,Admin,45,50K-75K
52,Local-Gov,Bachelors,27,Prof-Specialty,34,75K-100K
38,Local-Gov,Associate,21,Tech-Support,28,25K-50K
48,Self-Emp,Bachelors,24,Other-Service,43,50K-75K
36,Private,Bachelors,14,Exec-Managerial,36,50K-75K
48,Private,Bachelors,28,Admin,34,50K-75K
49,Private,Bachelors,28,Admin,33,50K-75K
19,Private,Bachelors,0,Prof-Specialty,46,25K-50K
27,Private,Bachelors,5,Exec-Managerial,43,25K-50K
19,Local-Gov,High School,2,Sales,55,25K-50K
19,Local-Gov,Bachelors,0,Exec-Managerial,49,25K-50K
41,Private,Masters,18,Admin,41,50K-75K
34,Self-Emp,High School,19,Tech-Support,40,50K-75K
49,Private,Associate,28,Tech-Support,48,50K-75K
33,Private,High School,12,Craft-Repair,41,25K-50K
33,Federal-Gov,Bachelors,14,Sales,49,25K-50K
63,Private,Bachelors,41,Craft-Repair,41,75K-100K
56,Self-Emp,High School,35,Exec-Managerial,45,75K-100K
48,Private,Masters,25,Admin,52,50K-75K
60,State-Gov,High School,41,Farming-Fishing,27,50K-75K
41,Private,Bachelors,22,Prof-Specialty,51,50K-75K
18,Private,Associate,0,Sales,51,25K-50K
28,Private,High School,8,Prof-Specialty,38,25K-50K
38,Private,High School,21,Other-Service,40,25K-50K
21,Private,High School,1,Other-Service,37,<=25K
24,Private,Bachelors,4,Prof-Specialty,35,25K-50K
43,Federal-Gov,Bachelors,18,Prof-Specialty,50,50K-75K
64,State-Gov,High School,43,Sales,28,50K-75K
29,Private,High School,8,Farming-Fishing,41,<=25K
48,Private,High School,32,Sales,29,50K-75K
34,Self-Emp,Bachelors,12,Admin,35,25K-50K
50,Private,Bachelors,29,Farming-Fishing,31,50K-75K
28,Private,High School,11,Sales,40,25K-50K
45,Private,Bachelors,26,Exec-Managerial,44,75K-100K
49,Private,High School,34,Exec-Managerial,49,75K-100K
18,Private,Masters,0,Craft-Repair,40,<=25K
64,Private,Masters,41,Tech-Support,55,75K-100K
45,Private,Bachelors,23,Exec-Managerial,36,50K-75K
59,Private,Masters,32,Admin,46,75K-100K
24,Private,Bachelors,0,Sales,51,25K-50K
19,Private,Bachelors,0,Craft-Repair,37,<=25K
59,State-Gov,Bachelors,35,Exec-Managerial,44,75K-100K
41,Self-Emp,High School,23,,20,25K-50K
21,Private,High School,2,Tech-Support,49,25K-50K
61,Private,High School,43,Sales,33,75K-100K
36,Private,Bachelors,16,Prof-Specialty,52,50K-75K
43,Private,High School,23,Admin,39,50K-75K
28,Without-Pay,High School,8,Sales,47,<=25K
57,Private,Associate,40,Tech-Support,35,75K-100K
60,Private,High School,45,Other-Service,65,75K-100K
28,Private,Bachelors,4,Prof-Specialty,41,25K-50K
62,Local-Gov,Masters,35,Exec-Managerial,58,>100K
20,Private,Bachelors,0,Sales,40,25K-50K
29,Private,Bachelors,5,Prof-Specialty,37,25K-50K
20,Private,Bachelors,0,Other-Service,45,<=25K
59,Private,Associate,36,Prof-Specialty,49,75K-100K
44,Private,High School,25,Sales,47,50K-75K
19,Private,Masters,0,Farming-Fishing,44,<=25K
33,Private,High School,14,Exec-Managerial,40,50K-75K
19,,High School,3,Tech-Support,46,<=25K
47,Private,Bachelors,24,Exec-Managerial,43,75K-100K
37,Private,High School,20,Sales,38,25K-50K
55,Private,Associate,35,Admin,38,50K-75K
45,Self-Emp,High School,26,Other-Service,51,50K-75K
42,Local-Gov,High School,24,Exec-Managerial,29,50K-75K
49,Self-Emp,High School,30,Craft-Repair,47,50K-75K
27,Private,High School,11,Farming-Fishing,46,25K-50K
59,Private,Bachelors,38,Prof-Specialty,57,75K-100K
57,Private,Bachelors,34,Prof-Specialty,14,50K-75K
50,Private,Associate,28,,27,50K-75K
30,Private,Masters,8,Exec-Managerial,32,50K-75K
58,Private,High School,38,Tech-Support,34,75K-100K
59,Private,High School,43,Other-Service,47,50K-75K
64,Private,High School,48,Admin,29,75K-100K
54,Private,Bachelors,35,Sales,37,50K-75K
33,Private,Associate,12,Tech-Support,34,25K-50K
62,Private,Bachelors,41,Craft-Repair,37,50K-75K
39,Private,Bachelors,20,Other-Service,51,50K-75K
37,Private,Bachelors,16,Exec-Managerial,44,50K-75K
60,State-Gov,Bachelors,35,Sales,35,50K-75K
44,Self-Emp,Masters,21,Tech-Support,28,50K-75K
58,Private,High School,40,Prof-Specialty,44,75K-100K
33,State-Gov,Associate,12,Sales,34,25K-50K
51,Private,Bachelors,27,Exec-Managerial,37,50K-75K
49,Private,Bachelors,28,Prof-Specialty,38,75K-100K
43,Private,High School,23,Prof-Specialty,48,50K-75K
42,State-Gov,Associate,19,Prof-Specialty,37,25K-50K
19,Private,Associate,0,Admin,36,<=25K
29,Private,Associate,10,Prof-Specialty,32,25K-50K
57,Private,High School,42,Admin,33,75K-100K
26,Federal-Gov,Masters,0,Tech-Support,47,25K-50K
29,Private,Bachelors,10,Exec-Managerial,40,50K-75K
43,Private,Associate,25,Admin,38,25K-50K
26,Private,Bachelors,7,Admin,29,25K-50K
27,Self-Emp,Masters,4,Admin,31,<=25K
49,Private,High School,28,Exec-Managerial,44,75K-100K
51,Private,High School,36,Sales,38,50K-75K
65,Private,Bachelors,45,Admin,38,75K-100K
37,Private,Bachelors,13,Sales,42,25K-50K
56,Private,High School,36,Exec-Managerial,45,75K-100K
19,Private,Doctorate,0,Prof-Specialty,45,25K-50K
18,State-Gov,Associate,1,Exec-Managerial,37,25K-50K
53,Private,Associate,36,Prof-Specialty,39,75K-100K
41,Local-Gov,High School,22,Prof-Specialty,44,50K-75K
44,Self-Emp,High School,24,Other-Service,22,50K-75K
19,Private,Bachelors,0,Sales,41,25K-50K
48,Private,Masters,27,Exec-Managerial,45,75K-100K
31,Self-Emp,Associate,10,Prof-Specialty,34,25K-50K
19,Private,Masters,0,Exec-Managerial,29,25K-50K
46,Private,Bachelors,26,Exec-Managerial,51,75K-100K
32,Private,Associate,12,Farming-Fishing,33,25K-50K
29,Private,Bachelors,8,Other-Service,39,<=25K
54,Private,Associate,37,Prof-Specialty,42,75K-100K
45,Local-Gov,Bachelors,23,Exec-Managerial,32,75K-100K
37,State-Gov,High School,19,Craft-Repair,27,50K-75K
56,Private,Bachelors,35,Exec-Managerial,42,75K-100K
41,Private,High School,21,Farming-Fishing,28,25K-50K
38,Private,Bachelors,14,Prof-Specialty,45,50K-75K
27,Private,Bachelors,4,Admin,38,25K-50K
63,Private,High School,42,Exec-Managerial,57,75K-100K
31,Self-Emp,High School,11,Prof-Specialty,41,50K-75K
54,Local-Gov,Associate,35,Craft-Repair,34,75K-100K
35,Private,Bachelors,10,Craft-Repair,46,25K-50K
41,Private,High School,24,Farming-Fishing,48,25K-50K
31,Private,Bachelors,10,,29,50K-75K
51,Private,High School,34,Admin,43,50K-75K
29,Private,High School,14,Prof-Specialty,42,50K-75K
39,State-Gov,High School,24,Admin,47,50K-75K
23,Without-Pay,High School,2,Farming-Fishing,31,<=25K
53,Local-Gov,Bachelors,31,Craft-Repair,45,50K-75K
62,State-Gov,Masters,41,Farming-Fishing,43,75K-100K
53,Without-Pay,Associate,35,Tech-Support,38,50K-75K
39,Federal-Gov,Bachelors,18,Admin,61,25K-50K
31,Private,High School,16,Exec-Managerial,30,50K-75K
33,Private,Bachelors,10,Admin,38,25K-50K
53,Private,High School,33,Prof-Specialty,32,50K-75K
42,Private,Bachelors,22,Exec-Managerial,42,50K-75K
49,Private,Masters,23,Craft-Repair,53,50K-75K
50,Self-Emp,High School,30,Sales,51,50K-75K
62,,Bachelors,37,Craft-Repair,18,50K-75K
53,Private,High School,34,Prof-Specialty,52,50K-75K
37,Private,Associate,16,Farming-Fishing,36,25K-50K
35,Private,High School,19,Sales,34,25K-50K
55,Private,Associate,34,Admin,41,50K-75K
20,Private,High School,1,Other-Service,37,<=25K
40,Private,Associate,19,Tech-Support,37,50K-75K
49,Private,Associate,31,Exec-Managerial,34,75K-100K
62,Private,High School,44,Other-Service,42,50K-75K
33,Private,Bachelors,10,Exec-Managerial,49,50K-75K
22,Private,Masters,1,Sales,41,25K-50K
21,Private,Associate,0,Admin,39,<=25K
38,Private,High School,17,Exec-Managerial,44,50K-75K
57,Private,High School,36,Prof-Specialty,50,75K-100K
31,Private,Masters,10,Sales,41,25K-50K
56,Private,Bachelors,33,Prof-Specialty,38,75K-100K
48,Local-Gov,Associate,28,Exec-Managerial,45,75K-100K
31,Private,High School,12,Other-Service,34,25K-50K
23,Private,Associate,6,Sales,23,25K-50K
29,State-Gov,High School,10,Craft-Repair,44,25K-50K
33,Local-Gov,Masters,8,Other-Service,36,25K-50K
34,Private,Masters,11,,35,50K-75K
62,Self-Emp,High School,44,Exec-Managerial,24,75K-100K
40,State-Gov,Bachelors,16,Sales,34,50K-75K
31,Private,High School,16,Admin,37,25K-50K
24,Self-Emp,Associate,3,Prof-Specialty,51,25K-50K
63,Private,Masters,42,Admin,54,50K-75K
49,Private,Bachelors,25,Craft-Repair,38,50K-75K
32,Private,High School,14,Farming-Fishing,44,25K-50K
61,Private,High School,46,Admin,30,50K-75K
34,Federal-Gov,Bachelors,11,Tech-Support,40,50K-75K
58,Self-Emp,Bachelors,34,Other-Service,36,50K-75K
64,Local-Gov,Associate,47,Exec-Managerial,27,75K-100K
61,Private,High School,45,Exec-Managerial,49,75K-100K
51,Private,High School,31,Prof-Specialty,41,50K-75K
22,Self-Emp,Masters,0,Sales,45,25K-50K
62,Private,Bachelors,39,Farming-Fishing,36,75K-100K
44,Private,Associate,25,Craft-Repair,21,25K-50K
40,Self-Emp,Bachelors,18,Sales,28,25K-50K
57,Private,Bachelors,36,Admin,47,50K-75K
31,Private,High School,12,Other-Service,38,25K-50K
32,Private,High School,12,Prof-Specialty,44,25K-50K
60,Private,Bachelors,40,Admin,36,50K-75K
50,Private,Bachelors,30,Admin,40,50K-75K
48,Private,Bachelors,29,Admin,40,50K-75K
52,Private,Masters,28,Farming-Fishing,32,50K-75K
34,State-Gov,Associate,14,Exec-Managerial,42,50K-75K
45,Private,High School,27,Exec-Managerial,52,50K-75K
36,Private,Masters,9,Farming-Fishing,36,25K-50K
63,Private,Associate,45,Exec-Managerial,26,75K-100K
40,Private,Bachelors,20,Exec-Managerial,45,50K-75K
49,Without-Pay,Bachelors,26,Farming-Fishing,29,25K-50K
57,Private,Bachelors,32,Admin,32,50K-75K
30,Private,High School,12,Farming-Fishing,37,<=25K
37,Private,Bachelors,15,Sales,45,25K-50K
52,Private,Bachelors,31,Exec-Managerial,43,75K-100K
22,State-Gov,Bachelors,3,Tech-Support,37,25K-50K
26,State-Gov,Associate,3,Farming-Fishing,29,<=25K
46,Private,High School,31,Exec-Managerial,61,75K-100K
23,Federal-Gov,High School,3,Admin,41,25K-50K
42,Private,High School,27,Sales,46,50K-75K
48,Private,High School,32,Exec-Managerial,43,50K-75K
39,Private,Masters,14,Prof-Specialty,52,50K-75K
19,Private,Bachelors,0,Prof-Specialty,31,25K-50K
62,Private,Bachelors,38,Craft-Repair,42,50K-75K
22,Local-Gov,Bachelors,0,Craft-Repair,37,<=25K
44,Self-Emp,High School,26,Prof-Specialty,31,50K-75K
42,Private,Doctorate,17,Prof-Specialty,50,50K-75K
25,Private,Associate,6,Sales,32,<=25K
18,Self-Emp,High School,0,Farming-Fishing,43,<=25K
37,,Associate,20,Admin,53,50K-75K
61,Private,Masters,37,Tech-Support,53,75K-100K
40,Private,Masters,13,Prof-Specialty,32,50K-75K
49,Private,High School,29,Other-Service,47,25K-50K
28,Private,Masters,2,Exec-Managerial,44,50K-75K
56,Private,High School,40,Other-Service,30,50K-75K
64,Private,High School,49,Admin,25,75K-100K
41,Private,Bachelors,17,Exec-Managerial,40,50K-75K
28,Local-Gov,Masters,5,Tech-Support,49,25K-50K
46,Self-Emp,Bachelors,25,Craft-Repair,63,75K-100K
43,Private,Bachelors,24,Exec-Managerial,35,50K-75K
33,Private,Bachelors,12,Exec-Managerial,41,25K-50K
52,Private,Bachelors,29,Admin,31,50K-75K
37,Private,Masters,16,Exec-Managerial,52,50K-75K
63,Self-Emp,Bachelors,43,Admin,42,75K-100K
20,Private,Masters,0,Sales,43,25K-50K
18,Private,Doctorate,0,Admin,41,25K-50K
64,Federal-Gov,High School,43,,33,75K-100K
18,Private,Bachelors,0,Sales,47,25K-50K
34,Federal-Gov,Associate,14,Sales,48,25K-50K
19,Federal-Gov,Associate,1,Admin,50,25K-50K
46,Private,Bachelors,27,Exec-Managerial,48,75K-100K
37,Local-Gov,High School,19,Exec-Managerial,32,50K-75K
23,Private,Bachelors,1,,38,<=25K
25,Local-Gov,Masters,0,Exec-Managerial,43,25K-50K
46,Private,High School,28,Sales,34,50K-75K
65,Self-Emp,Associate,42,Prof-Specialty,30,75K-100K
50,Self-Emp,Masters,27,Sales,37,75K-100K
20,Private,Associate,1,Craft-Repair,41,<=25K
52,Private,Associate,34,Tech-Support,66,75K-100K
22,Local-Gov,Associate,1,Exec-Managerial,50,25K-50K
44,Local-Gov,Bachelors,22,Exec-Managerial,34,50K-75K
61,Private,Bachelors,40,Farming-Fishing,34,50K-75K
29,Private,Bachelors,8,Sales,31,<=25K
37,Private,Associate,20,Other-Service,46,25K-50K
62,State-Gov,Bachelors,42,Prof-Specialty,36,75K-100K
37,Private,Bachelors,13,,38,25K-50K
26,State-Gov,High School,6,Prof-Specialty,36,25K-50K
56,Private,Bachelors,36,Prof-Specialty,58,75K-100K
21,Private,Bachelors,0,Prof-Specialty,50,25K-50K
36,Private,Bachelors,13,Craft-Repair,32,50K-75K
55,Private,High School,40,Exec-Managerial,30,75K-100K
44,Private,High School,29,Prof-Specialty,49,50K-75K
62,Private,High School,46,Prof-Specialty,32,75K-100K
60,Private,High School,40,Exec-Managerial,50,75K-100K
